food_name,Protein (g),Total lipid (fat) (g),"Carbohydrate, by difference (g)",Energy (kcal),"Alcohol, ethyl (g)",Water (g),Caffeine (mg),Theobromine (mg),Total Sugars (g),"Fiber, total dietary (g)","Calcium, Ca (mg)","Iron, Fe (mg)","Magnesium, Mg (mg)","Phosphorus, P (mg)","Potassium, K (mg)","Sodium, Na (mg)","Zinc, Zn (mg)","Copper, Cu (mg)","Selenium, Se (µg)",Retinol (µg),"Vitamin A, RAE (µg)","Carotene, beta (µg)","Carotene, alpha (µg)",Vitamin E (alpha-tocopherol) (mg),Vitamin D (D2 + D3) (µg),"Cryptoxanthin, beta (µg)",Lycopene (µg),Lutein + zeaxanthin (µg),"Vitamin C, total ascorbic acid (mg)",Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),"Folate, total (µg)",Vitamin B-12 (µg),"Choline, total (mg)",Vitamin K (phylloquinone) (µg),Folic acid (µg),"Folate, food (µg)","Folate, DFE (µg)","Vitamin E, added (mg)","Vitamin B-12, added (µg)",Cholesterol (mg),"Fatty acids, total saturated (g)",SFA 4:0 (g),SFA 6:0 (g),SFA 8:0 (g),SFA 10:0 (g),SFA 12:0 (g),SFA 14:0 (g),SFA 16:0 (g),SFA 18:0 (g),MUFA 18:1 (g),PUFA 18:2 (g),PUFA 18:3 (g),PUFA 20:4 (g),PUFA 22:6 n-3 (DHA) (g),MUFA 16:1 (g),PUFA 18:4 (g),MUFA 20:1 (g),PUFA 20:5 n-3 (EPA) (g),MUFA 22:1 (g),PUFA 22:5 n-3 (DPA) (g),"Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)"
Rusty Nail,0,0.03,8.74,244,30.1,61.08,0,0,8.75,0,0,0.04,0,4,2,1,0.04,0.02,0.1,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.012,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotch,0,0,0,231,33.4,66.6,0,0,0,0,0,0.04,0,4,2,1,0.04,0.021,0,0,0,0,0,0,0,0,0,0,0,0.006,0.004,0.013,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Screwdriver,0.58,0.26,7.66,92,8.3,82.98,0,0,6.16,0.2,43,0.06,8,15,137,2,0.03,0.031,0.1,0,2,6,6,0.15,0.3,20,0,20,21.6,0.056,0.03,0.029,0.032,22,0,4.7,0,0,22,22,0,0,0,0.011,0,0,0,0,0,0,0.011,0,0.014,0.017,0.005,0,0,0.002,0,0,0,0,0,0.017,0.023
Seabreeze,0.21,0.22,8.23,92,8.3,82.91,0,0,7.26,0.1,6,0.06,4,7,56,1,0.03,0.019,0.1,0,1,9,1,0.17,0,0,0,9,27.9,0.02,0.009,0.07,0.004,6,0,3.3,0.4,0,6,6,0,0,0,0.034,0,0,0,0,0,0,0.031,0.003,0.038,0.065,0.023,0,0,0.004,0,0,0,0,0,0.042,0.088
Seven And,0.04,0.02,7.63,87,8.3,84.05,0,0,6.76,0,2,0.09,1,1,1,7,0.04,0.006,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.015,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore Sling,0.12,0.04,7.25,93,9.4,83.04,0,0,6.16,0.2,5,0.03,2,4,31,15,0.1,0.014,0.1,0,1,0,0,0.06,0,11,0,3,3.8,0.007,0.007,0.052,0.01,2,0,1.4,0,0,2,2,0,0,0,0.007,0,0,0,0,0,0.001,0.004,0.002,0.002,0.003,0.002,0,0,0,0,0,0,0,0,0.002,0.005
Sloe Gin,0.03,0.01,2.22,66,8.3,89.36,0,0,1.95,0,4,0.02,1,2,9,16,0.09,0.011,0,0,0,0,0,0.02,0,3,0,1,1,0.003,0.003,0.016,0.003,1,0,0.4,0,0,1,1,0,0,0,0.002,0,0,0,0,0,0,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.001
Tequila,0,0,0,231,33.4,66.6,0,0,0,0,0,0.04,0,4,2,1,0.04,0.021,0,0,0,0,0,0,0,0,0,0,0,0.006,0.004,0.013,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tequila Sunrise,0.52,0.23,12.62,111,8.1,78.24,0,0,9.52,0.2,38,0.06,7,14,125,4,0.04,0.03,0.1,0,1,5,5,0.13,0.2,18,0,18,19.3,0.05,0.028,0.026,0.028,20,0,4.2,0,0,20,20,0,0,0,0.009,0,0,0,0,0,0,0.009,0,0.012,0.015,0.005,0,0,0.002,0,0,0,0,0,0.015,0.02
Tom Collins,0.08,0.08,16.11,123,8.3,75.33,0,0,16.11,0,2,0.09,1,6,22,77,0.06,0.005,0.3,0,0,0,0,0,0,0,0,0,2,0.011,0.009,0.003,0,0,0,0.7,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0.006,0,0.002,0.01,0.004,0,0,0,0,0,0,0,0,0.002,0.015
Vodka,0,0,0,231,33.4,66.6,0,0,0,0,0,0.04,0,4,2,1,0.04,0.021,0,0,0,0,0,0,0,0,0,0,0,0.006,0.004,0.013,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vodka And,0.061428571,0.03,4.472857143,76.28571429,8.442857143,86.96714286,5.428571429,0,4.35,0,2.285714286,0.032857143,2.571428571,3.142857143,3.571428571,10.28571429,0.045714286,0.010571429,0.057142857,0,0,0,0,0,0,0,0,0,0.328571429,0.006714286,0.014714286,1.06,0.233285714,0.142857143,0.211428571,0.114285714,0,0,0.142857143,0.142857143,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whiskey,0,0,0,231,33.4,66.6,0,0,0,0,0,0.04,0,4,2,1,0.04,0.021,0,0,0,0,0,0,0,0,0,0,0,0.006,0.004,0.013,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whiskey And,0.016,0.042,2.922,70,8.42,88.58,3.2,0,2.836,0,2.2,0.056,0.8,3.8,2.8,6.8,0.05,0.0118,0.04,0,0,0,0,0,0,0,0,0,0,0.0022,0.0044,0.003,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whiskey Sour,0.08,0.08,16.11,123,8.3,75.33,0,0,16.11,0,2,0.09,1,6,22,77,0.06,0.005,0.3,0,0,0,0,0,0,0,0,0,2,0.011,0.009,0.003,0,0,0,0.7,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0.006,0,0.002,0.01,0.004,0,0,0,0,0,0,0,0,0.002,0.015
White Russian,2.15,7.9,11.17,181,8.5,69.87,5,0,9.56,0,73,0.05,7,66,96,43,0.28,0.016,2.3,65,66,15,0,0.17,0,0,0,0,0.6,0.022,0.135,0.102,0.034,2,0.13,12.9,0.9,0,2,2,0,0,24,4.818,0.169,0.138,0.087,0.207,0.24,0.784,2.203,0.837,1.986,0.335,0.029,0.012,0,0.168,0,0.014,0.002,0,0.004,2.27,0.397
Butter Replacement,1.085,30.405,44.93,453,0,21.29,0,0,2.65,0,22,1,1,12,16,907.5,0,0,0,384,409.5,305,0,10.56,0,0,0,0,0.05,0.0035,0.013,0.008,1.875,0.5,0,5.3,50.65,0,0.5,0.5,0,0,1.5,6.3375,0.0215,0.0115,0.01,0.049,0.1155,0.128,3.306,2.4335,9.6545,11.8875,1.3665,0,0,0.037,0,0.097,0,0,0.0025,9.812,13.267
Margarine Light,0.33,37.91,1.22,346,0,58.98,0,0,0,0,6,0.03,1,6,45,586,0.02,0.006,0,1297,1330,396,0,13.45,3.7,0,0,0,0,0.006,0.004,0.003,0,2,0.06,12.4,74.6,0,1,1,0,0,0,8.649,0.006,0.002,0.031,0.054,0.461,0.248,5.903,1.684,11.921,12.717,2.178,0.008,0,0.044,0,0.167,0,0.013,0,12.16,14.916
Margarine Nfs,0.17,65.04,0.82,579,0,32.32,0,0,0,0,16,0.02,2,13,27,694,0,0,0,768,819,610,0,18.09,3.7,0,0,0,0.1,0.008,0.029,0.018,2.815,1,0.02,10.8,99.2,0,1,1,0,0,1,12.862,0.01,0.004,0.007,0.054,0.15,0.134,6.878,5.11,23.968,23.365,2.546,0,0,0.052,0,0.179,0,0,0.005,24.23,25.933
Margarine Stick,0.16,80.71,0.7,717,0,16.52,0,0,0,0,3,0.06,3,5,18,751,0,0,0,768,819,610,0,9,3.7,0,0,0,0.2,0.01,0.037,0.023,0.009,1,0.1,12.4,93,0,1,1,0,0,0,15.189,0,0,0,0,0,0.046,8.433,6.174,38.675,22.252,2.04,0,0,0.045,0,0.133,0,0,0.006,38.877,24.302
Margarine Tub,0.17,59.81,0.86,533,0,37.58,0,0,0,0,21,0,2,16,30,674,0,0,0,768,819,610,0,21.12,3.7,0,0,0,0.1,0.007,0.026,0.016,3.75,1,0,10.2,101.3,0,1,1,0,0,1,12.086,0.014,0.006,0.009,0.072,0.2,0.164,6.359,4.756,19.066,23.736,2.715,0,0,0.054,0,0.194,0,0,0.005,19.348,26.477
Oil Or,0.29,87.67,0.18,789,0,11.2,0,0,0.17,0,10,0.1,1,9,12,296,0.02,0.002,0,377,391,172,1,13.11,0.9,2,0,0,0,0.003,0.006,0.004,0.563,2,0,7.9,72.2,0,2,2,0,0,71,22.936,0.614,0.433,0.254,0.587,0.69,2.197,12.534,4.688,29.94,22.348,2.793,0.032,0,0.485,0.004,0.408,0.007,0.002,0.012,31.106,25.146
Shortening Ns,0,99.97,0,884,0,0,0,0,0,0,1,0.07,0,0,0,4,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0.02,0,0,0.001,0,0,0.2,53.2,0,0,0,0,0,0,24.98,0,0,0,0,0,0.167,12.46,11.412,41.076,26.213,1.883,0,0,0.021,0,0.088,0,0,0,41.186,28.097
Mayonnaise Fat,0.2,0,15.8,64,0,81.8,0,0,6.8,2,6,0.1,2,27,50,750,0.07,0.019,2.6,0,2,30,0,2.19,0,0,0,27,0,0.008,0,0.01,0.002,4,0,9,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mayonnaise Light,0.37,22.22,9.23,238,0,66.13,0,0,3.56,0,6,0.14,2,15,31,827,0.07,0.019,2.6,5,8,30,0,2.19,0,3,0,27,0,0.008,0,0.01,0.002,4,0,9,53.7,0,4,4,0,0,16,3.446,0,0,0,0,0,0.016,2.336,0.911,4.881,11.409,1.554,0.017,0.002,0.027,0,0.076,0,0.015,0,5.01,12.993
Mayonnaise Reduced,0.37,40,0,361,0,57.58,0,0,0,0,0,0,2,15,31,800,0.07,0.019,2.3,5,8,30,0,2.19,0,3,0,27,0,0.008,0,0.01,0.002,0,0.12,9,53.7,0,0,0,0,0,33,5.37,0,0,0,0,0,0.016,4.377,0.793,28.953,3.689,0.317,0,0,0.464,0,0.125,0,0,0,29.542,4.006
Mayonnaise Regular,0.96,74.85,0.57,680,0,21.65,0,0,0.57,0,8,0.21,1,21,20,635,0.15,0.019,2.3,15,16,6,0,3.28,0.2,4,0,12,0,0.01,0.019,0,0.008,5,0.12,34.2,163,0,5,5,0,0,42,11.703,0,0,0,0,0,0.055,7.909,3.099,16.455,39.146,5.456,0.05,0.005,0.088,0,0.238,0,0.022,0,16.843,44.69
Mayonnaise Type,0.65,15.8,15.59,204,0,66.21,0,0,8.345,0,5,0.12,2,13,36,743,0.07,0.015,0.4,3.5,3.5,4.5,0,1.135,0,3,0,20.5,0,0.01,0.03,0.004,0.009,6,0.04,14.6,30.85,0,6,6,0,0,9.5,2.44,0,0,0,0,0,0.013,1.6105,0.7215,3.5965,7.8555,1.0405,0.013,0,0.018,0,0.049,0,0.024,0,3.694,8.9125
Tartar Sauce,1,16.7,13.3,211,0,67,0,0,4.25,0.5,26,0.25,6,17,68,667,0.12,0.023,0.9,3,11,67,15,1.68,0,35,0,55,2.3,0.016,0.029,0.093,0.044,5,0.02,8,50.4,0,5,5,0,0,7,3.333,0,0,0,0,0,0.001,2.234,0.939,3.565,7.96,1.069,0.003,0.011,0.003,0,0.037,0,0,0,3.605,9.044
Vegan Mayonnaise,0.3,19.2,16,232,0,62.7,0,0,6,0,0,0,0,0,10,497,0.11,0.01,1.6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14.6,42.2,0,0,0,0,0,24,3.3,0,0,0,0,0,0,2.4,0.9,4.5,9,1.6,0,0,0,0,0,0,0,0,4.5,10.6
Buffalo Sauce,1.21,0.71,0.75,11,0,89.48,0,0,0.12,0.6,14,1.09,11,22,120,2917,0.15,0.07,0.5,0,77,864,58,0.01,0,64,0,9,4.2,0.03,0.079,0.167,0.145,1,0,0,0.2,1,0,2,0,0,0,0.1,0,0,0,0,0,0.002,0.085,0.013,0.055,0.374,0.003,0,0,0.002,0,0,0,0,0,0.057,0.377
Chutney,0.33,0.06,60.6,246,0,36.3,0,0,42.68,1,19,0.43,4,17,68,802,0.05,0.089,1.8,0,0,0,0,0.11,0,0,0,0,7.7,0.014,0.067,0.032,0.018,10,0,9,0,0,10,10,0,0,0,0.009,0,0,0,0,0,0,0.004,0,0.006,0,0,0,0,0,0,0.016,0,0.012,0,0.033,0
Duck Sauce,0.36,0.13,60.66,245,0,37.44,0,0,30.54,0.6,11,0.39,5,9,87,712,0.21,0.037,1.3,0,8,100,0,0.2,0,0,0,1,0.9,0.023,0.014,0.239,0.032,2,0,1.7,0.3,0,2,2,0,0,0,0.051,0,0,0,0.029,0.001,0.001,0.013,0.004,0.015,0.023,0.004,0,0,0.001,0,0,0,0.001,0,0.018,0.027
Fry Sauce,0.98,56.16,7.28,535,0,33.36,0,0,5.74,0.1,10,0.24,4,22,85,481,0.16,0.036,1.9,11,18,84,0,2.82,0.2,3,3016,49,1,0.01,0.056,0.358,0.046,6,0.09,28.8,123,0,6,6,0,0,32,8.781,0,0,0,0,0,0.041,5.934,2.325,12.345,29.369,4.092,0.038,0.004,0.066,0,0.178,0,0.016,0,12.636,33.528
Garlic Cooked,6.58,0.38,28.03,142,0,62.73,0,0,0.99,2.7,180,1.69,25,152,399,248,1.15,0.297,9.7,0,0,4,0,0.08,0,0,0,14,8,0.179,0.104,0.661,1.166,2,0,23.1,1.7,0,2,2,0,0,0,0.088,0,0,0,0.002,0,0,0.086,0,0.011,0.228,0.02,0,0,0,0,0,0,0,0,0.011,0.248
Garlic Raw,6.62,0.38,28.2,143,0,63.1,0,0,1,2.7,181,1.7,25,153,401,17,1.16,0.299,9.8,0,0,5,0,0.08,0,0,0,16,10,0.2,0.11,0.7,1.235,3,0,23.2,1.7,0,3,3,0,0,0,0.089,0,0,0,0.002,0,0,0.087,0,0.011,0.229,0.02,0,0,0,0,0,0,0,0,0.011,0.249
Honey Mustard,1.77,18.01,25.16,275,0,51.87,0,0,24.1,1,24,0.61,13,47,64,509,0.28,0.025,10.9,18,19,11,2,3.34,0.3,8,0,79,0.1,0.053,0.042,0.134,0.033,9,0.09,44.1,16.2,0,9,9,0,0,51,2.62,0,0,0,0.002,0.001,0.014,1.871,0.579,7.237,5.632,0.799,0.021,0.005,0.101,0,0.192,0.001,0.299,0,7.853,6.47
Horseradish,1.18,0.69,11.29,48,0,85.08,0,0,7.99,3.3,56,0.42,27,31,246,420,0.83,0.058,2.8,0,0,1,0,0.01,0,0,0,10,24.9,0.008,0.024,0.386,0.073,57,0,6.5,1.3,0,57,57,0,0,0,0.09,0,0,0,0,0.002,0.001,0.061,0.021,0.127,0.285,0.053,0,0,0.001,0,0.001,0,0.001,0,0.13,0.339
Horseradish Sauce,1.09,50.89,10.05,503,0,35.83,0,0,8.98,1,12,0.23,6,19,44,730,0.17,0.018,2.2,17,17,4,2,4.19,0.2,2,0,51,0.2,0.05,0.045,0.115,0.037,1,0.09,38.4,91.3,0,1,1,0,0,50,8.233,0,0,0,0.014,0.005,0.043,5.372,2.31,12.526,25.524,3.577,0.03,0.004,0.055,0.002,0.34,0.003,0.129,0,13.087,29.169
Hot Pepper,1.29,0.76,0.8,12,0,95.17,0,0,0.13,0.6,12,1.16,12,23,128,633,0.16,0.075,0.5,0,82,919,62,0.01,0,68,0,10,4.5,0.032,0.084,0.178,0.154,1,0,0,0.2,1,0,2,0,0,0,0.106,0,0,0,0,0,0.002,0.09,0.014,0.058,0.398,0.003,0,0,0.002,0,0,0,0,0,0.061,0.401
Hot Thai,1.03,0.66,16.58,74,0,76.16,0,0,16.07,0.5,12,0.94,10,18,103,2055,0.13,0.061,0.5,0,66,735,50,0.01,0,54,0,8,3.6,0.026,0.07,0.142,0.123,1,0,0,0.2,1,0,2,0,0,0,0.085,0,0,0,0,0,0.002,0.072,0.011,0.046,0.318,0.002,0,0,0.002,0,0,0,0,0,0.049,0.321
Lemon Juice,0.383333333,0.183333333,6.473333333,20.33333333,0,92.75333333,0,0,2.19,0.433333333,7.333333333,0.073333333,6.333333333,8.333333333,105,8.666666667,0.096666667,0.016666667,0.1,0,0.666666667,0.666666667,0,0.176666667,0,16,0,13.66666667,30.56666667,0.023,0.015666667,0.120666667,0.043,16.33333333,0,5.1,0.033333333,0,16.33333333,16.33333333,0,0,0,0.035666667,0,0,0,0.013333333,0.000666667,0.002333333,0.013,0.005,0.004666667,0.011666667,0.008,0,0,0,0,0,0,0,0,0.006,0.019666667
Lime Juice,0.363333333,0.123333333,7.843333333,23.66666667,0,91.36666667,0,0,1.583333333,0.4,13.33333333,0.136666667,7.666666667,12.66666667,103,6.666666667,0.073333333,0.028,0.1,0,1.666666667,23.33333333,0,0.186666667,0,0,0,0,22.13333333,0.027666667,0.011,0.149,0.034333333,9.333333333,0,5.1,0.566666667,0,9.333333333,9.333333333,0,0,0,0.014,0,0,0,0,0,0.000333333,0.013,0.000333333,0.010666667,0.024,0.012666667,0,0,0.002666667,0,0,0,0,0,0.012666667,0.036666667
Mustard,4.25,3.38,5.3,69,0,83.7,0,0,1.42,4.3,63,1.59,48,108,150,1100,0.64,0.074,34,0,4,31,1,0.35,0,27,0,115,0.4,0.189,0.066,0.561,0.069,7,0,22.4,1.5,0,7,7,0,0,0,0.252,0,0,0,0.005,0.003,0.004,0.138,0.045,0.92,0.43,0.444,0,0,0.009,0,0.345,0,1.26,0,2.59,0.903
Peppers Hot,1.4,1.73,7.69,46.5,0,88.32,0,0,4.735,2.2,13.5,0.645,19,34.5,286.5,69,0.2,0.088,0.45,5.5,56,539,50.5,2.34,0,71,0,768.5,121.8,0.0535,0.0765,1.2355,0.45,23,0,9.35,17.4,0,23,23,0,0,1,0.414,0.0115,0.0065,0.004,0.01,0.012,0.0385,0.232,0.0825,0.477,0.4835,0.0725,0.0005,0,0.009,0,0.006,0,0,0,0.4975,0.557
Pimiento,1.35,0.37,6.24,28,0,91.55,0,0,3.32,2.3,7,2.06,7,21,193,17,0.23,0.06,0.2,0,163,1804,291,0.84,0,0,0,448,103.9,0.021,0.073,0.753,0.263,7,0,7.7,10.2,0,7,7,0,0,0,0.055,0,0,0,0,0,0.001,0.04,0.013,0.022,0.179,0.018,0,0,0.002,0,0,0,0,0,0.024,0.197
Puerto Rican,3.96,24.78,7.24,266,0,62.59,0,0,3.07,1.6,31,0.76,15,60,247,467,0.52,0.078,3.2,0,20,226,32,4.01,0.1,4,639,160,35.3,0.08,0.075,0.914,0.211,17,0.08,17.2,17.3,0,17,17,0,0,13,5.454,0,0,0,0.003,0.017,0.103,3.782,1.416,14.7,2.362,0.182,0.019,0,0.425,0,0.048,0,0,0,15.229,2.566
Sweet And,0.27,0.02,38.22,154,0,60.27,0,0,18.75,0.1,10,0.21,8,7,99,539,0.09,0.079,0.4,0,1,6,0,0.01,0,0,0,0,8.7,0.048,0.019,0.187,0.053,8,0,2.4,0.2,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vinegar,0,0,0.93,21,0,93.81,0,0,0.4,0,7,0.2,5,8,73,5,0.04,0.008,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wasabi Paste,2.23,10.9,46.13,292,0,31.7,0,0,13.2,6.1,41,0.5,21,26,182,3390,0.61,0.055,2.2,0,0,2,0,3.91,0,0,0,5,0,0.05,0.07,0.16,0.05,10,0,2.3,3.5,0,10,10,0,0,0,2.031,0,0,0,0,0,0.036,1.662,0.196,4.309,3.458,0.159,0.002,0.001,0.02,0,0.071,0.003,0.004,0,4.41,3.627
Worcestershire Sauce,0,0,19.17,77,0,78.54,0,0,10.03,0,107,5.3,13,60,800,1300,0.19,0.2,0.5,1,5,43,1,0.08,0,3,0,48,13,0.07,0.13,0.7,0,8,0,2.7,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeast Extract,23.88,0.9,20.42,185,0,40.9,0,0,1.6,6.5,67,4.04,180,104,2100,3380,4.19,0.245,27.6,0,0,0,0,0,0,0,0,0,0,23.375,17.5,127.5,0,3786,0.5,65.1,0,2993,793,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nachos Beef,10.005,14.205,19.065,242.5,0,55.01,0,0,0.35,1.7,60.5,1.35,29.5,133,166.5,426.5,2.095,0.066,8.85,8.5,8.5,0.5,0,1.61,0,0,0,2,0.1,0.0905,0.1065,1.833,0.161,14.5,0.68,29.6,9.45,5,9.5,18,0,0,26,3.5435,0.036,0.009,0.013,0.0265,0.043,0.2395,2.1835,0.829,4.867,3.8325,0.2835,0.0125,0,0.207,0,0.056,0,0,0.0015,5.147,4.134
Nachos Cheese,4.46,15.74,27.83,266,0,50.04,0,0,0.45,2,83,0.88,32,112,79,547,0.74,0.047,3.4,13,13,1,0,2.49,0,1,0,3,0,0.107,0.078,0.723,0.07,14,0.06,8.5,14,8,6,20,0,0,6,2.99,0.057,0.015,0.021,0.037,0.062,0.188,1.96,0.489,5.113,5.899,0.392,0.002,0,0.085,0.001,0.07,0,0.001,0,5.182,6.293
Nachos Chicken,10.41,11.905,19.065,222.5,0,57.14,0,0,0.35,1.7,57,0.93,31.5,139,164.5,427.5,0.88,0.059,10.1,10.5,10.5,0.5,0,1.63,0.05,0,0,2.5,0.1,0.0995,0.1075,2.4255,0.226,13,0.115,31.45,10,5,8.5,16.5,0,0,35,2.4725,0.036,0.009,0.013,0.026,0.04,0.1305,1.674,0.435,3.9,4.06,0.2815,0.024,0.0015,0.163,0.001,0.0535,0.001,0.001,0.0025,4.0675,4.3845
Nachos Nfs,7.6,15.85,23.85,265,0,50.93,0,0,0.39,1.7,74,1.11,31,125,112,488,1.52,0.052,6.3,11,11,1,0,2.16,0,1,0,2,0,0.1,0.094,1.384,0.12,13,0.42,19.6,12.2,7,7,18,0,0,18,3.477,0.049,0.012,0.018,0.034,0.056,0.23,2.2,0.705,5.3,5.116,0.346,0.008,0,0.159,0,0.066,0,0,0.001,5.492,5.472
Nachos With,4.62,11.37,23.28,210,0,58.83,0,0,0.48,2.5,66,1.06,33,106,155,434,0.69,0.073,4.1,9,9,1,0,1.73,0,0,0,2,0.3,0.097,0.078,0.609,0.08,18,0.04,13,10.3,5,13,22,0,0,4,2.239,0.039,0.01,0.014,0.027,0.042,0.135,1.461,0.395,3.664,4.135,0.321,0.002,0,0.066,0,0.05,0,0,0,3.723,4.461
Nutritional Drink,4.9,3.098,11.27733333,91.46666667,0,79.888,0.333333333,4.933333333,6.09,0.773333333,125.9333333,1.497333333,39.33333333,118.5333333,173.6,75.66666667,1.337333333,0.1436,5.593333333,133.7333333,136.1333333,29.13333333,0,3.214666667,1.366666667,0,0,0,18.51333333,0.152733333,0.169533333,1.9152,0.2246,38.6,0.68,19.67333333,8.353333333,38.8,0.066666667,65.93333333,2.128666667,0.557333333,3.333333333,0.470133333,0.0052,0.002733333,0.002266667,0.0052,0.005333333,0.0202,0.242666667,0.128866667,1.429733333,0.429866667,0.061866667,0.0002,0,0.006466667,0.000133333,0.020466667,0,0.001933333,0.0002,1.516333333,0.583733333
Beets Pickled,0.8,0.08,16.28,65,0,81.88,0,0,11.05,0.8,11,0.41,15,17,115,149,0.26,0.116,1,0,2,29,0,0.06,0,0,0,0,2.3,0.01,0.048,0.251,0.05,27,0,15,0.3,0,27,27,0,0,0,0.013,0,0,0,0,0,0,0.013,0.001,0.016,0.027,0.002,0,0,0,0,0,0,0,0,0.016,0.029
Cabbage Green,0.8,0.21,10.15,46,0,85.69,0,0,7.52,2.1,37,0.06,12,23,172,957,0.18,0.001,0.3,0,4,33,26,0.12,0,0,0,24,28.4,0.046,0.032,0.184,0.103,30,0,8.9,49.3,0,30,30,0,0,0,0.028,0,0,0,0,0,0,0.028,0,0.014,0.014,0,0,0,0,0,0,0,0,0,0.014,0.014
Cabbage Red,1.03,0.19,10.49,49,0,85.09,0,0,8.05,1.7,27,0,11,30,223,954,0.2,0.004,0.6,0,44,528,0,0.09,0,0,16,259,38,0.048,0.055,0.329,0.134,13,0,14.2,26.8,0,13,13,0,0,0,0.017,0,0,0,0,0.001,0.001,0.016,0.001,0.01,0.028,0.037,0.001,0,0,0,0,0,0,0,0.01,0.066
Cauliflower Pickled,1.59,0.25,8.98,41,0,85.86,0,0,6.45,1.7,20,0.35,13,37,248,969,0.22,0.033,0.6,0,0,0,0,0.07,0,0,0,1,34,0.037,0.048,0.399,0.137,40,0,36.7,12.9,0,40,40,0,0,0,0.108,0,0,0,0.015,0,0,0.077,0.007,0.022,0.013,0.012,0,0,0.002,0,0,0,0,0,0.028,0.026
Celery Pickled,0.41,0.15,7.61,35,0,88.45,0,0,5.98,1.3,40,0,9,18,220,1025,0.08,0.001,0.1,0,17,213,0,0.22,0,0,0,223,2.2,0.016,0.046,0.252,0.039,25,0,5.1,24.3,0,25,25,0,0,0,0.035,0,0,0,0,0,0.001,0.031,0.003,0.026,0.066,0,0,0,0.001,0,0,0,0,0,0.027,0.066
Eggplant Pickled,0.81,0.16,9.74,41,0,86.05,0,0,7.8,2.5,9,0.2,12,20,190,946,0.13,0.068,0.3,0,1,11,0,0.25,0,0,0,28,1.6,0.029,0.03,0.511,0.063,16,0,5.7,2.9,0,16,16,0,0,0,0.028,0,0,0,0,0,0,0.021,0.007,0.012,0.052,0.011,0,0,0.002,0,0,0,0,0,0.013,0.063
Ginger Root,0.33,0.1,4.83,20,0,92.3,0,0,0,2.6,74,0.28,4,2,36,906,0.04,0.018,0.4,0,0,0,0,0.18,0,0,0,0,0,0.02,0.015,0.022,0.037,1,0,10.5,2.2,0,1,1,0,0,0,0.037,0,0,0,0,0,0.003,0.023,0.008,0.013,0.029,0.005,0,0,0,0,0.005,0,0.002,0,0.02,0.034
Green Beans,1.63,0.25,11,54,0,83.86,0,0,6.8,2.5,35,0.54,23,34,241,944,0.29,0.082,0.6,0,28,299,54,0.34,0,0,0,504,8.6,0.045,0.083,0.576,0.09,23,0,12.7,36.4,0,23,23,0,0,0,0.041,0,0,0,0,0,0,0.035,0.007,0.007,0.036,0.057,0,0,0,0,0,0,0,0,0.008,0.094
